coach_id,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,weight,height,position,experience,occupation,team_id,former_player_id,quick_left,contract_salary,contract_years,contract_extension_salary,contract_extension_years,scout_major,scout_minor,scout_international,scout_amateur,scout_amateur_preference,teach_hitting,teach_pitching,teach_fielding,handle_veterans,handle_rookies,handle_players,strategy_knowledge,heal_legs,heal_arms,heal_back,heal_other,heal_rest,management_style,personality,hitting_focus,pitching_focus,training_focus,teach_running,prevent_legs,prevent_arms,prevent_back,prevent_other,stealing,running,pinchrun,pinchhit_pos,pinchhit_pitch,hook_start,hook_relief,closer,lr_matchup,bunt_hit,bunt,hit_run,run_hit,squeeze,pitch_around,intentional_walk,hold_runner,guard_lines,infield_in,outfield_in,corners_in,shift_if,shift_of,opener,num_pitchers,num_hitters,favor_speed_to_power,favor_avg_to_obp,favor_defense_to_offense,favor_pitching_to_hitting,favor_veterans_to_prospects,trade_aggressiveness,player_loyalty,trade_frequency,trade_preference,value_stats,value_this_year,value_last_year,value_two_years,draft_value,intl_fa_value,develop_value,ratings_value,manager_value,pitching_coach_value,hitting_coach_value,scout_value,doctor_value,busy,type,data,days_left
1818,"Peter","Kirk","",59,"1959-7-27",25145,206,175,186,9,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,0,0,0,0,0,40,0,0,0,0,0,0,0,0
1819,"Steve","Underwood","",42,"1977-2-3",29713,206,195,188,1,2,2,0,0,0,0,0,0,0,20,5,15,3,3,52,102,94,76,68,72,0,0,0,0,0,0,2,2,3,3,0,82,0,0,0,0,-3,2,3,1,2,0,-3,0,4,0,-3,-3,0,-2,-1,-4,0,0,0,0,0,4,0,0,0,0,5,-1,-3,-7,1,0,0,0,0,11,4,4,1,0,0,0,0,74,95,57,10,0,0,0,0,0
1820,"David","Marshall","",47,"1971-12-25",75550,206,200,186,3,9,1,0,0,0,0,0,0,0,3,22,0,34,1,80,67,70,71,119,95,0,0,0,0,0,0,0,2,3,3,0,72,0,0,0,0,1,0,1,1,0,2,0,0,0,0,3,4,0,2,1,1,0,0,0,0,0,-1,0,0,0,0,2,-1,-3,3,-1,0,0,0,0,11,3,3,3,0,0,0,0,81,74,84,17,0,0,0,0,0
1821,"Brian","Ebel","",52,"1966-6-7",6650,206,200,181,8,21,12,33,0,0,308000,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,124,129,122,109,122,0,0,3,3,1,0,157,165,123,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-9,-5,0,0,0,0,17,3,0,0,0,0,0,0,70,0,0,0,129,0,0,0,0
1822,"Vincent","Rose","",64,"1954-9-16",89964,36,215,196,5,27,5,0,0,0,0,0,0,0,27,13,13,15,1,151,40,52,110,131,120,0,0,0,0,0,0,0,4,2,3,0,81,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,-1,0,0,-1,2,0,0,0,0,0,0,-1,0,0,0,0,-4,2,-2,1,0,0,0,0,0,12,3,3,2,0,0,0,0,109,60,143,18,0,0,0,0,0
1823,"Ed","Burton","",60,"1959-3-24",23629,206,215,184,4,21,4,0,0,0,0,0,0,0,23,10,28,26,1,31,95,17,84,84,84,0,0,0,0,0,0,0,1,3,1,0,67,0,0,0,0,0,-1,1,0,-1,1,1,0,1,0,1,-1,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,10,1,-3,-5,-4,0,0,0,0,12,6,1,1,0,0,0,0,89,92,44,22,0,0,0,0,0
1824,"Andy","Keith","",57,"1961-10-27",6650,206,210,185,1,21,2,0,0,0,0,0,0,0,10,27,26,30,4,20,17,14,23,29,26,0,0,0,0,0,0,5,0,3,3,3,17,0,0,0,0,2,1,3,2,3,-2,-3,0,3,0,0,1,0,-1,3,1,0,0,2,0,0,3,0,0,0,0,0,-3,3,5,-3,-5,3,1,-1,12,4,3,1,0,-5,-5,2,63,19,22,22,0,0,0,0,0
1825,"Chad","Duesler","",35,"1983-6-18",57505,206,215,180,1,1,2,0,0,0,0,0,0,0,1,1,1,1,4,80,5,77,92,89,85,0,0,0,0,0,0,1,0,2,3,0,19,0,0,0,0,1,0,0,-1,-1,1,-1,0,0,0,1,-1,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,-1,-1,-4,0,-3,2,2,1,-1,13,6,1,0,-1,1,0,3,55,25,81,1,0,0,0,0,0
1826,"Scott","Sims","",51,"1968-4-22",49808,206,220,189,7,10,6,0,0,0,0,0,0,0,42,46,98,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,1,0,0,0,0,30,0,0,47,0,0,0,0,0
1827,"Chris","Hudson","",52,"1966-9-6",78373,206,185,184,7,7,6,0,0,5,0,0,0,0,89,82,64,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,1,0,0,0,0,40,0,0,78,0,0,0,0,0
1828,"Gary","Jones","",58,"1960-11-11",31394,206,162,176,1,24,2,158,0,0,382000,1,0,0,0,0,0,0,0,90,22,95,117,111,114,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,5,2,0,-1,5,-4,-1,0,3,0,-4,1,0,-3,-1,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,1,0,0,0,0,93,45,96,0,0,0,0,0,0
1829,"Shane","Loux","",39,"1979-8-31",65079,206,225,188,4,7,4,221,0,0,56000,1,0,0,0,0,0,0,0,1,100,1,71,74,73,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,2,0,0,0,0,63,93,19,0,0,0,0,0,0
1830,"Bartolo","White","",61,"1957-5-18",69108,206,190,188,3,23,1,0,0,0,0,0,0,0,29,18,19,17,4,98,134,159,118,154,136,0,0,0,0,0,0,0,0,3,3,0,130,0,0,0,0,4,-1,1,1,1,1,1,0,-1,0,5,4,0,2,2,1,0,0,3,0,0,-1,0,0,0,0,7,-2,-4,-7,-2,0,0,0,0,13,3,2,2,0,0,0,0,138,135,108,21,0,0,0,0,0
1831,"Jeff","Cooper","",54,"1965-2-15",59111,206,215,192,5,17,5,0,0,0,0,0,0,0,26,16,18,14,4,110,8,69,122,83,102,0,0,0,0,0,0,0,1,3,3,0,62,0,0,0,0,0,-1,-1,-1,1,0,1,0,1,0,0,-1,0,1,2,-1,0,0,-1,0,0,-1,0,0,0,0,0,-4,1,0,3,0,0,0,0,13,5,2,0,0,0,0,0,97,32,108,19,0,0,0,0,0
1832,"Juan","Gruz","",41,"1978-3-2",69393,206,205,195,4,3,4,0,0,0,0,0,0,0,15,8,18,16,3,15,97,7,56,53,54,0,0,0,0,0,0,0,1,3,3,0,39,0,0,0,0,0,0,1,1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-3,1,-9,5,-5,0,0,0,0,13,4,2,1,0,0,0,0,48,86,25,14,0,0,0,0,0
1833,"Julio","Valdez","",47,"1971-5-14",17842,56,186,191,1,11,2,0,0,0,0,0,0,0,0,0,0,0,2,11,25,33,99,102,103,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,4,1,0,-1,4,0,1,0,2,0,-1,0,0,-1,1,-1,0,0,1,0,0,1,0,0,0,0,2,5,-4,2,-3,0,0,0,0,12,6,1,1,0,0,0,0,73,45,34,0,0,0,0,0,0
1834,"Toby","Walden","",46,"1972-6-11",58730,206,200,186,1,4,2,0,0,0,0,0,0,0,18,7,19,13,1,113,112,64,88,106,97,0,0,0,0,0,0,3,2,3,3,0,96,0,0,0,0,3,1,3,4,2,0,2,0,1,0,5,5,0,4,1,2,0,0,0,0,0,0,0,0,0,0,4,-3,4,2,-6,0,0,0,0,14,4,2,0,0,0,0,0,94,108,109,14,0,0,0,0,0
1835,"Mike","Davis","",59,"1959-6-11",69896,206,175,189,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,105,15,111,11,11,14,0,0,0,0,0,0,0,1,0,3,0,63,0,0,0,0,0,1,0,0,-1,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,3,2,-1,-4,3,0,0,0,0,12,4,4,0,0,0,0,0,81,15,82,0,0,0,0,0,0
1836,"Dorothy","Pitchford","",55,"1963-6-24",28713,206,129,165,8,10,12,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,0,97,91,99,95,99,0,1,3,3,3,65,99,89,100,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,-3,8,-3,0,0,0,0,15,3,2,0,0,0,0,0,59,1,1,1,96,0,0,0,0
1837,"Megan","Curtin","",40,"1979-4-4",45897,206,200,191,7,2,6,0,0,4,0,0,0,0,31,61,87,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,-5,0,1,0,0,1,1,0,1,0,0,0,0,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,-3,5,-5,-2,2,0,0,0,0,16,3,1,0,0,0,0,0,30,0,0,60,0,0,0,0,0
1838,"Alex","Ferguson","",58,"1961-2-10",59354,206,225,189,5,7,5,0,0,0,0,0,0,0,1,1,1,1,3,90,14,89,90,90,89,0,0,0,0,0,0,1,0,0,3,0,12,0,0,0,0,0,1,0,1,1,-1,-1,0,-1,0,2,1,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,5,1,-5,3,1,0,0,0,0,13,4,2,1,0,0,0,0,59,33,90,1,0,0,0,0,0
1839,"Daniel","Helm","",51,"1968-1-2",56096,206,175,181,3,7,1,0,0,5,0,0,0,0,89,95,95,89,1,11,4,32,7,25,16,0,0,0,0,0,0,0,1,3,3,0,15,0,0,0,0,3,1,3,2,2,0,-1,0,-1,0,3,4,0,3,0,2,0,0,1,0,0,0,0,0,0,0,1,3,0,1,1,-3,3,-1,0,14,4,1,1,-1,-4,1,-5,60,7,12,91,0,0,0,0,0
1840,"Christian","Finley","",45,"1973-8-9",86955,206,205,186,2,5,3,0,0,0,0,0,0,0,14,5,21,23,3,177,132,194,119,191,155,0,0,0,0,0,0,2,2,3,3,0,167,0,0,0,0,-1,2,2,3,1,-2,-3,0,3,0,-3,-1,0,-4,1,-3,0,0,0,0,0,4,0,0,0,0,-6,0,0,-2,-5,0,0,0,0,14,4,1,1,0,0,0,0,140,138,172,16,0,0,0,0,0
1841,"Dominick","Gaudioso","",70,"1948-10-7",0,9,185,181,5,26,5,0,0,0,0,0,0,0,1,1,1,1,3,101,11,85,91,95,89,0,0,0,0,0,0,1,0,0,3,0,15,0,0,0,0,0,-1,1,-1,0,1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,2,4,-9,3,5,0,0,0,0,12,3,3,2,0,0,0,0,90,31,98,1,0,0,0,0,0
1842,"Tom","Foley","",59,"1959-9-9",25232,206,175,185,2,19,3,0,0,0,0,0,0,0,0,0,0,0,3,88,11,77,130,117,123,0,0,0,0,0,0,1,1,3,2,0,57,0,0,0,0,1,3,0,-2,0,1,0,0,0,0,-1,-2,0,-4,-2,-2,0,0,2,0,0,2,0,0,0,0,-1,-7,7,-4,1,0,0,0,0,13,4,2,1,0,0,0,0,97,39,97,0,0,0,0,0,0
1843,"Mike","Breyman","",37,"1981-7-16",4754,206,235,190,2,2,3,0,0,0,0,0,0,0,0,0,0,0,2,90,5,44,85,85,84,0,0,0,0,0,0,1,2,3,3,3,25,0,0,0,0,0,0,-1,-1,0,1,1,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,1,0,0,0,0,-5,-9,5,10,-3,-4,0,0,-1,14,3,2,1,0,-5,1,4,43,25,89,0,0,0,0,0,0
1844,"Chris","Franklin","",37,"1981-9-13",13180,206,175,188,3,4,1,0,0,5,0,0,0,0,88,90,89,95,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,3,0,16,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,-1,0,0,-1,1,0,0,-1,0,0,1,0,0,0,0,-2,-7,4,0,5,2,3,1,0,12,6,2,0,1,-1,3,4,43,1,1,91,0,0,0,0,0
1845,"Nick","Belmonte","",62,"1956-7-2",50024,206,180,186,7,15,6,0,0,5,0,0,0,0,103,99,100,100,2,13,24,21,21,1,11,0,0,0,0,0,0,0,0,3,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-5,-2,-6,-3,0,0,0,0,12,5,2,1,0,0,0,0,62,21,13,101,0,0,0,0,0
1846,"Andy","Viano","",46,"1973-1-26",1533,206,205,178,3,11,1,0,0,5,0,0,0,0,89,91,88,90,1,5,5,5,5,5,5,0,0,0,0,0,0,0,1,3,3,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-3,-2,-1,-5,4,-3,0,1,0,13,4,2,1,3,-4,4,-2,45,5,5,90,0,0,0,0,0
1847,"Preston","Wolin","",64,"1954-8-3",13179,206,145,175,7,18,6,0,0,0,0,0,0,0,29,29,69,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,-3,0,0,0,0,15,4,1,0,0,0,0,0,31,0,0,34,0,0,0,0,0
1848,"Chris","Hanners","",62,"1956-11-7",36571,206,210,186,7,10,6,0,0,4,0,0,0,0,67,51,64,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,1,1,0,0,0,0,30,0,0,59,0,0,0,0,0
1849,"Steven","Edelson","",64,"1955-2-28",86405,206,215,180,7,16,6,0,0,4,0,0,0,0,74,38,54,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,1,0,0,0,0,40,0,0,65,0,0,0,0,0
1850,"Tim","Hoeksema","",57,"1961-5-8",11395,206,195,177,7,15,6,0,0,4,0,0,0,0,58,58,83,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,2,0,0,0,0,0,40,0,0,58,0,0,0,0,0
1851,"Kent","Wilson","",55,"1964-1-18",60568,206,190,184,7,16,6,0,0,4,0,0,0,0,28,84,78,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,2,1,0,0,0,0,40,0,0,65,0,0,0,0,0
1852,"Tashiro","Kawasaki","",40,"1979-1-2",54220,98,200,193,1,2,2,0,0,0,0,0,0,0,2,9,11,12,2,23,22,12,15,15,15,0,0,0,0,0,0,1,4,3,3,3,19,0,0,0,0,0,0,0,-1,1,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-3,-5,-4,1,0,-2,1,2,0,11,6,3,0,0,3,-3,-7,22,20,21,8,0,0,0,0,0
1853,"Kyoichi","Kiyomizu","",38,"1980-6-23",77661,98,220,194,7,3,6,0,0,5,0,0,0,0,56,93,56,94,2,43,33,32,1,8,4,0,0,0,0,0,0,0,0,3,3,3,36,0,0,0,0,0,0,1,0,-1,1,1,0,1,0,1,0,0,1,0,-1,0,0,2,0,0,-1,0,0,0,0,0,-3,4,-2,-2,0,0,0,0,13,4,3,0,0,0,0,0,60,26,33,77,0,0,0,0,0
1854,"Sadaharu","Sakei","",40,"1978-5-12",24595,98,210,188,2,2,3,0,0,0,0,0,0,0,7,9,11,10,1,80,88,74,95,99,97,0,0,0,0,0,0,5,4,3,3,0,80,0,0,0,0,-2,2,4,3,3,2,-2,0,1,0,-3,-3,0,-3,0,-4,0,0,0,0,0,4,0,0,0,0,2,0,-3,1,2,0,0,0,0,15,3,2,0,0,0,0,0,76,90,84,9,0,0,0,0,0
1855,"Masayuki","Miura","",57,"1962-1-20",35966,98,200,188,2,16,3,0,0,0,0,0,0,0,4,25,9,38,2,79,130,102,144,74,109,0,0,0,0,0,0,5,2,3,3,0,103,0,0,0,0,2,1,5,4,4,3,4,0,3,0,-1,0,0,1,0,3,0,0,3,0,0,4,0,0,0,0,0,2,0,-7,2,0,0,0,0,13,5,1,1,0,0,0,0,120,125,87,21,0,0,0,0,0
1856,"Shinichi","Yamaguchi","",44,"1974-6-19",37521,98,225,186,7,5,6,0,0,0,0,0,0,0,98,51,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,-5,-1,-1,0,1,1,-1,0,-1,0,0,-1,0,0,1,-1,0,0,-1,0,0,-1,0,0,0,0,0,3,-1,-4,6,0,0,0,0,15,4,1,0,0,0,0,0,20,0,0,47,0,0,0,0,0
1857,"Yeijiro","Suguro","",53,"1965-9-5",88835,98,210,197,7,10,6,0,0,5,0,0,0,0,136,118,133,106,4,13,6,17,1,34,17,0,0,0,0,0,0,0,0,3,3,3,12,0,0,0,0,0,0,1,2,-1,-1,1,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,-2,1,0,0,0,0,15,2,2,1,0,0,0,0,69,9,14,122,0,0,0,0,0
1858,"Tamotsu","Niiya","",46,"1973-3-20",24592,98,200,184,5,9,5,0,0,0,0,0,0,0,18,2,17,0,1,102,21,32,73,95,84,0,0,0,0,0,0,0,1,3,0,0,51,0,0,0,0,0,-1,1,0,-1,0,1,0,1,0,-1,-1,0,-1,1,2,0,0,1,0,0,-1,0,0,0,0,7,-4,-3,2,0,0,0,0,0,14,3,2,1,0,0,0,0,79,37,98,8,0,0,0,0,0
1859,"Les","Straker","",59,"1959-10-10",13867,210,193,185,4,20,4,754,0,0,52000,1,0,0,11,4,11,0,2,2,110,22,14,11,13,0,0,0,0,0,0,0,1,3,2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-5,2,8,0,0,0,0,15,3,1,1,0,0,0,0,66,86,5,6,0,0,0,0,0
1860,"Masashige","Kawano","",38,"1980-12-3",805,98,190,177,2,2,3,0,0,0,0,0,0,0,7,9,13,11,2,63,49,61,66,61,63,0,0,0,0,0,0,1,2,3,3,0,57,0,0,0,0,0,0,1,0,2,0,1,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,2,0,0,0,0,-2,-5,-1,0,2,0,0,0,0,12,7,1,0,0,0,0,0,59,53,63,9,0,0,0,0,0
1861,"Kojuro","Matsumoto","",62,"1956-12-5",77661,98,185,178,2,25,3,0,0,0,0,0,0,0,17,5,27,0,3,122,147,125,138,147,142,0,0,0,0,0,0,3,2,3,3,0,131,0,0,0,0,2,-1,2,1,2,0,0,0,-1,0,4,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,-2,-5,-5,3,3,0,0,0,0,13,4,2,1,0,0,0,0,139,146,127,10,0,0,0,0,0
1862,"Misao","Hirayama","",50,"1968-11-22",24592,98,225,199,1,8,2,0,0,0,0,0,0,0,17,8,6,9,4,14,5,23,12,24,18,0,0,0,0,0,0,5,2,3,3,0,14,0,0,0,0,3,2,3,3,2,-3,-2,0,3,0,-1,0,0,-1,1,3,0,0,2,0,0,2,0,0,0,0,-8,0,4,-1,-3,-8,3,-2,-1,12,4,3,1,1,6,-2,6,40,8,15,11,0,0,0,0,0
1863,"Hideki","Ito","",61,"1957-8-11",53887,98,210,194,7,25,6,0,0,0,0,0,0,0,35,58,6,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,-5,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,1,0,0,0,0,1,3,0,-5,3,0,0,0,0,13,5,1,1,0,0,0,0,30,0,0,46,0,0,0,0,0
1864,"Yasukazu","Murakami","",57,"1961-8-19",36808,98,225,193,7,18,6,0,0,5,0,0,0,0,140,82,135,76,1,5,37,28,25,13,19,0,0,0,0,0,0,0,0,3,3,1,23,0,0,0,0,0,1,1,-1,1,1,1,0,1,0,0,1,0,-1,0,-1,0,0,-1,0,0,1,0,0,0,0,-3,0,-5,-5,-1,0,0,0,0,14,4,2,0,0,0,0,0,65,33,9,105,0,0,0,0,0
1865,"Manabu","Taniguchi","",36,"1982-5-2",24592,98,210,192,5,2,5,0,0,0,0,0,0,0,14,3,14,10,1,59,14,37,86,70,78,0,0,0,0,0,0,0,1,1,0,0,36,0,0,0,0,0,1,-1,0,0,1,-1,0,-1,0,0,1,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,10,0,0,0,0,13,4,2,1,0,0,0,0,50,30,64,10,0,0,0,0,0
1866,"Keisuke","Yoshida","",54,"1965-2-23",55702,98,200,190,4,12,4,0,0,0,0,0,0,0,10,37,26,39,3,43,131,67,104,192,148,0,0,0,0,0,0,0,1,3,3,0,80,0,0,0,0,0,-1,0,1,1,0,1,0,1,0,0,-1,0,1,1,-1,0,0,1,0,0,0,0,0,0,0,-7,4,2,1,-2,0,0,0,0,13,4,2,1,0,0,0,0,113,135,69,27,0,0,0,0,0
1867,"Ieyasu","Ito","",53,"1966-4-26",88034,98,180,180,2,9,3,0,0,0,0,0,0,0,6,13,1,7,3,126,97,73,113,78,95,0,0,0,0,0,0,4,2,3,3,0,98,0,0,0,0,-1,1,4,1,4,0,-2,0,1,0,-3,-1,0,-2,-1,-4,0,0,0,0,0,3,0,0,0,0,4,5,-2,-3,4,0,0,0,0,14,5,1,0,0,0,0,0,105,97,118,7,0,0,0,0,0
1868,"Kazuo","Ozaki","",47,"1971-8-12",71732,98,225,192,2,9,3,0,0,0,0,0,0,0,20,1,14,0,2,112,104,113,104,101,102,0,0,0,0,0,0,1,1,3,3,0,109,0,0,0,0,-1,1,-1,1,1,0,0,3,1,0,0,0,0,-1,0,-1,1,-1,1,-1,-1,0,-1,-3,0,0,1,10,2,5,-3,0,2,2,-1,13,5,1,1,-8,7,-2,0,112,104,110,8,0,0,0,0,0
1869,"Jotaro","Kikuchi","",51,"1968-3-30",37534,98,215,184,7,11,6,0,0,4,0,0,0,0,96,94,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,-5,0,-1,1,1,0,0,0,0,0,1,0,0,-1,0,1,0,0,-1,0,0,1,0,0,0,0,-3,0,-5,-9,4,0,0,0,0,14,3,2,1,0,0,0,0,30,0,0,55,0,0,0,0,0
1870,"Ton","Yamamoto","",62,"1957-4-8",37169,98,220,186,7,22,6,0,0,5,0,0,0,0,132,90,120,76,4,26,13,38,30,20,25,0,0,0,0,0,0,0,0,3,3,0,25,0,0,0,0,0,-1,1,-1,-1,1,-1,0,-1,0,-2,-1,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,5,-1,-4,0,0,0,0,0,14,5,1,0,0,0,0,0,67,16,26,103,0,0,0,0,0
1871,"Katsunan","Miura","",64,"1954-10-16",717,98,215,182,5,24,5,0,0,0,0,0,0,0,21,17,33,16,1,158,20,118,94,109,101,0,0,0,0,0,0,0,1,0,2,0,98,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1,0,0,1,0,0,0,0,4,1,4,-3,5,0,0,0,0,12,6,1,1,0,0,0,0,116,40,144,20,0,0,0,0,0
1872,"Yujiro","Sato","",43,"1976-2-22",53844,98,195,176,4,3,4,0,0,0,0,0,0,0,15,14,20,19,0,10,88,52,70,71,70,0,0,0,0,0,0,0,1,3,0,0,50,0,0,0,0,0,-1,0,-1,-1,1,1,0,1,0,1,-1,0,-1,-1,-1,0,0,-1,0,0,1,0,0,0,0,4,-5,1,3,0,0,0,0,0,13,4,2,1,0,0,0,0,56,84,25,17,0,0,0,0,0
1873,"Akihisa","Matsumoto","",66,"1952-9-16",77661,98,205,187,7,29,6,0,0,0,0,0,0,0,38,68,59,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,2,0,0,0,0,30,0,0,43,0,0,0,0,0
1874,"Shintaro","Koda","",53,"1965-10-5",88227,98,200,189,7,8,6,0,0,4,0,0,0,0,37,82,72,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,1,0,0,0,0,30,0,0,54,0,0,0,0,0
1875,"Shintaro","Ishikawa","",54,"1964-6-11",77661,98,200,194,7,11,6,0,0,4,0,0,0,0,22,88,53,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,1,0,0,0,0,40,0,0,64,0,0,0,0,0
1876,"Kozue","Ogura","",50,"1968-7-13",31935,98,190,190,7,13,6,0,0,4,0,0,0,0,48,25,76,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,2,1,0,0,0,0,40,0,0,62,0,0,0,0,0
1877,"Takejiro","Hoshino","",35,"1983-6-19",71531,98,190,188,2,2,3,0,0,0,0,0,0,0,5,8,12,7,3,81,74,74,84,67,75,0,0,0,0,0,0,3,4,3,3,0,76,0,0,0,0,3,1,1,3,1,2,-1,0,-1,0,5,5,0,2,3,1,0,0,0,0,0,-1,0,0,0,0,-2,-1,-5,4,5,0,0,0,0,12,6,1,1,0,0,0,0,71,74,80,7,0,0,0,0,0
1878,"Mike","Burns","",40,"1978-7-14",86010,206,210,187,4,7,4,0,0,0,0,0,0,0,0,0,0,0,2,1,117,11,1,1,1,0,0,0,0,0,0,0,0,3,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-4,-7,-3,0,0,0,0,13,4,2,1,0,0,0,0,70,88,1,0,0,0,0,0,0
